Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1330716928,R. Dollar,Ryan Dollar,Dollar,Ryan,P,University of Houston,HOU,3030,Houston,BBC,R,R,74.17,-5.5,74.2,15.0%,6.7%,18.2%,39.4%,26,12:50,-155.2,.474,R,96.44,481.73,486.19,17.35%,194,93.3,93.61,7.6,7.61,17.3,2404.4,0.05,-4.78,-5.35,6.59,41.8%,-,-,8.8%,84.36,93.31,487.85,266.43,1401.90,4485.09,421.35
1,1162440704,B. Hansen,Ben Hansen,Hansen,Ben,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,68.13,-19.5,68.1,23.0%,19.7%,23.3%,50.0%,22,12:50,-155.1,.428,R,77.03,384.74,370.61,17.78%,402,91.0,91.72,4.5,4.51,10.4,1989.7,-1.27,-4.97,-5.53,6.82,50.2%,-,-,7.0%,65.91,82.81,374.42,204.40,1196.63,4319.59,350.40
1,1297567744,B. Barrett,Ben Barrett,Barrett,Ben,P,Florida State University,FSU,101,Florida State,BBC,R,R,69.73,-29.3,69.7,14.3%,25.0%,0.0%,0.0%,28,1:29,-135.7,.325,R,91.02,454.66,451.06,18.11%,29,89.6,88.72,10.8,10.79,12.2,2473.6,-1.88,-5.15,-5.41,5.90,51.7%,-,-,6.9%,81.68,91.72,446.18,239.26,1325.25,5315.86,432.25
1,1201265664,J. West,Justin West,West,Justin,P,University of Louisville,LOU,5467,Louisville,BBC,R,L,74.62,12.5,74.6,12.5%,28.6%,38.1%,33.3%,25,11:15,157.4,.447,L,97.48,486.89,463.18,23.80%,133,86.4,85.46,-8.6,8.59,21.9,2170.0,0.54,-4.94,-5.70,5.86,57.9%,-,-,12.8%,110.22,107.53,457.84,213.05,1406.44,4796.04,382.19
1,1237046272,L. Rodriguez,Louis Rodriguez,Rodriguez,Louis,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,69.29,-11.2,69.3,10.3%,37.5%,27.6%,48.3%,26,12:48,-156.1,.482,R,80.93,404.24,390.61,18.41%,130,89.6,88.69,5.1,5.05,12.5,2339.0,-0.25,-5.05,-5.75,5.88,55.4%,-,-,6.2%,71.93,86.44,385.47,211.53,1255.92,4184.36,408.69
1,1212912384,D. Smith,Derrick Smith,Smith,Derrick,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,70.13,-15.2,70.1,12.9%,27.3%,30.8%,23.1%,25,1:16,-141.9,.477,R,103.43,516.63,543.48,13.71%,62,92.7,91.76,12.2,12.22,16.7,2275.8,-0.53,-4.49,-5.07,5.85,50.0%,-,-,1.6%,74.51,89.73,538.11,302.04,1425.59,4998.21,400.51
1,1184505088,J. Rogers,Jacob Rogers,Rogers,Jacob,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,66.76,-17.7,66.8,20.3%,21.2%,28.6%,42.9%,24,12:54,-152.8,.313,R,102.56,512.30,519.64,17.87%,341,92.6,92.19,8.3,8.27,16.9,2222.9,-0.79,-4.16,-4.80,6.21,45.2%,-,-,8.8%,92.87,98.01,517.66,303.35,1380.37,4811.15,391.04
1,1153708032,B. Risedorph,Brayden Risedorph,Risedorph,Brayden,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,68.53,-21.6,68.5,27.9%,28.9%,23.4%,36.2%,23,1:13,-143.7,.411,R,108.99,544.38,542.81,21.07%,342,93.2,92.53,11.4,11.40,16.5,2164.2,-0.86,-4.31,-4.91,6.05,51.8%,-,-,10.8%,114.39,108.55,539.30,307.84,1408.39,5148.73,381.84
1,1337001472,J. Karaba,Jake Karaba,Karaba,Jake,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,69.84,-18.1,69.8,27.1%,17.6%,27.8%,27.8%,25,12:51,-154.7,.521,R,105.20,525.49,522.17,20.74%,116,88.7,87.91,9.5,9.52,21.6,2181.1,-0.82,-4.37,-5.00,5.96,49.1%,-,-,11.2%,108.31,105.62,517.79,272.43,1433.30,5052.46,384.46
1,1142736128,K. Thomas,Kassius Thomas,Thomas,Kassius,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,69.85,-21.8,69.8,12.5%,50.0%,50.0%,0.0%,24,1:19,-140.6,.686,R,99.45,496.78,507.49,16.53%,37,93.7,93.73,10.4,10.40,13.2,2265.2,-1.41,-4.51,-4.59,6.42,35.1%,-,-,10.8%,83.91,93.36,507.50,295.41,1355.58,5039.09,398.08
1,1143119360,E. Hart,Edward Hart,Hart,Edward,P,Duke University,DUKE,730336256,Duke,BBC,L,L,70.55,27.2,70.6,14.3%,16.7%,33.3%,33.3%,23,10:55,147.7,.695,L,82.72,413.18,419.74,14.27%,25,88.1,87.25,-8.9,8.86,14.9,1983.1,2.05,-5.08,-5.63,5.92,44.0%,-,-,4.0%,59.91,78.75,414.97,202.94,1292.92,5017.91,350.44
1,1092681472,D. Radtke,DJ Radtke,Radtke,DJ,P,University of Georgia,UGA,226,Georgia,BBC,R,R,72.84,-23.0,72.8,11.4%,14.3%,50.0%,25.0%,25,12:57,-151.5,.302,R,99.64,497.72,493.27,19.94%,118,91.6,90.28,9.2,9.16,18.0,2310.6,-1.29,-4.78,-4.91,5.65,40.7%,-,-,11.9%,98.34,100.65,485.97,261.01,1406.32,5164.86,405.93
1,1099891712,J. Evans,Jarvis Evans,Evans,Jarvis,P,University of Georgia,UGA,226,Georgia,BBC,S,L,76.84,25.5,76.8,22.7%,17.9%,37.5%,30.0%,25,10:54,147.0,.338,L,98.21,490.55,496.20,17.42%,214,89.0,87.57,-12.1,12.10,19.8,2198.2,1.25,-5.09,-5.60,5.58,44.1%,-,-,8.4%,86.44,94.49,488.21,233.90,1436.01,5494.63,387.65
1,1238230784,E. Whiteaker,Evan Whiteaker,Whiteaker,Evan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,74.05,-11.2,74.0,18.2%,11.1%,33.3%,33.3%,26,12:32,-164.2,.651,R,88.33,441.21,417.33,22.10%,59,90.7,90.12,4.5,4.55,17.1,2315.9,-0.55,-5.02,-5.56,6.09,62.7%,-,-,8.5%,92.22,98.56,414.22,215.40,1334.22,4398.85,405.73
1,1123970048,T. Boba,Tommy Boba,Boba,Tommy,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,68.73,-15.2,68.7,17.4%,42.9%,25.0%,12.5%,27,1:40,-129.8,.509,R,88.64,442.78,442.31,16.96%,43,87.9,87.00,11.5,11.53,10.8,2409.4,-0.41,-5.11,-5.85,5.92,46.5%,-,-,7.0%,75.01,87.90,437.55,234.15,1290.86,4714.75,420.99
1,1100384768,Z. Erdman,Zach Erdman,Erdman,Zach,P,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,73.49,13.5,73.5,33.3%,36.4%,30.8%,46.2%,24,11:05,152.6,.543,L,77.05,384.86,351.91,21.96%,38,89.3,86.64,-5.5,5.51,11.8,2166.6,0.71,-5.52,-6.30,4.90,68.4%,-,-,7.9%,77.29,91.65,337.46,168.26,1231.77,4182.02,380.03
1,1076089088,M. Benzor,Michael Benzor,Benzor,Michael,P,University of Houston,HOU,3030,Houston,BBC,L,L,73.79,17.0,73.8,17.3%,0.0%,16.7%,66.7%,25,11:30,165.2,.338,L,71.67,357.98,364.99,12.07%,90,92.3,93.16,-3.0,2.96,11.5,2281.2,1.37,-5.20,-5.97,6.90,42.2%,-,-,2.2%,44.06,67.61,369.56,200.74,1235.33,4350.86,399.23
1,1098957568,E. Aschenbeck,Evan Aschenbeck,Aschenbeck,Evan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,73.33,29.9,73.3,26.5%,17.8%,38.8%,32.7%,27,10:48,144.1,.279,L,108.22,540.58,525.59,23.90%,316,89.8,89.12,-12.7,12.68,18.7,2404.7,1.49,-4.85,-5.01,6.00,58.2%,-,-,12.3%,125.64,114.07,521.61,269.12,1449.37,5739.93,422.06
1,1279170304,C. Fehrman,Cole Fehrman,Fehrman,Cole,P,West Virginia University,WVU,5327,West Virginia,BBC,R,L,66.61,30.9,66.6,0.0%,50.0%,0.0%,0.0%,26,10:46,143.1,.679,L,93.87,468.90,525.86,5.21%,24,89.6,89.58,-12.1,12.09,17.1,2321.8,2.69,-4.53,-5.39,6.41,20.8%,-,-,0.0%,27.39,66.16,525.83,284.35,1407.12,5604.13,408.10
1,1287367680,L. Beidelschies,Landon Beidelschies,Beidelschies,Landon,P,The Ohio State University,OSU,4144,Ohio State,BBC,L,L,73.06,15.1,73.1,19.6%,20.6%,41.8%,26.9%,24,10:52,146.0,.324,L,105.75,528.21,529.97,19.72%,438,92.4,90.97,-11.7,11.72,18.5,2192.5,0.32,-4.68,-5.45,5.59,55.5%,-,-,8.0%,104.51,103.78,522.08,279.31,1439.82,5008.88,386.81
1,1184442112,T. Smith,Tristan Smith,Smith,Tristan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,L,69.34,23.6,69.3,15.4%,27.9%,32.4%,36.8%,26,10:48,144.0,.371,L,115.59,577.38,592.08,18.72%,569,92.9,91.31,-13.1,13.12,19.2,2416.2,0.92,-4.21,-5.12,5.52,47.6%,-,-,9.0%,110.83,107.45,583.56,334.94,1490.25,5512.96,424.57
1,1297345280,E. Blanco,Evan Blanco,Blanco,Evan,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,69.24,22.2,69.2,25.4%,25.5%,37.3%,30.9%,25,10:59,149.4,.372,L,109.50,546.94,542.25,21.86%,628,89.9,87.17,-11.2,11.21,20.2,2280.4,0.86,-4.39,-4.96,4.86,57.3%,-,-,10.2%,118.55,110.51,527.45,290.07,1447.11,5240.26,401.24
1,1142650112,E. Armstrong iii,Eldridge Armstrong iii,Armstrong iii,Eldridge,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,70.58,-9.3,70.6,28.6%,20.0%,20.0%,60.0%,25,1:05,-147.7,.392,R,110.19,550.41,559.98,18.83%,33,93.4,92.67,11.3,11.32,18.8,2364.1,0.10,-4.38,-5.37,5.97,36.4%,-,-,15.2%,105.45,104.52,555.70,313.34,1465.00,4849.46,415.52
1,1077669120,K. Heyne,Kyler Heyne,Heyne,Kyler,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,65.22,-25.0,65.2,28.6%,36.4%,25.0%,41.7%,26,12:39,-160.6,.323,R,86.81,433.60,423.32,18.79%,59,88.3,88.42,4.6,4.64,14.3,2289.2,-2.06,-4.49,-4.92,6.47,40.7%,-,-,11.9%,79.54,90.69,423.81,242.55,1265.57,4730.66,400.57
1,1308257792,R. Orr,Ryan Orr,Orr,Ryan,P,Washington State University,WSU,4505,Washington State,BBC,R,R,67.69,-36.2,67.7,8.1%,31.8%,29.2%,45.8%,25,12:47,-156.6,.378,R,88.76,443.37,459.78,13.24%,112,87.4,86.43,7.2,7.20,17.6,2213.4,-2.31,-4.51,-5.16,5.85,44.1%,-,-,2.7%,60.86,80.11,454.35,245.67,1332.56,5408.60,388.85
1,1110069504,M. Hoskins,Matthew Hoskins,Hoskins,Matthew,P,University of Georgia,UGA,226,Georgia,BBC,R,R,75.94,-22.4,75.9,15.6%,20.0%,33.3%,33.3%,23,12:54,-152.9,.423,R,89.27,445.90,456.34,14.66%,56,92.8,91.44,7.9,7.89,16.3,2127.9,-1.51,-4.97,-5.67,5.62,42.9%,-,-,5.4%,66.89,83.41,448.78,237.01,1360.09,4961.74,375.35
1,1286821888,J. Exum,Jacob Exum,Exum,Jacob,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,47.87,-45.6,47.9,15.4%,-,55.6%,22.2%,27,2:13,-113.7,.214,R,146.02,729.36,766.87,19.44%,31,86.4,86.76,13.6,13.65,7.0,2340.6,-3.68,-,-4.93,6.60,58.1%,-,-,6.5%,149.09,126.86,768.58,617.51,1232.02,5681.01,409.38
1,1135207424,C. Foley,Connor Foley,Foley,Connor,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,76.91,-20.0,76.9,22.8%,19.7%,44.6%,13.3%,24,12:35,-162.4,.323,R,98.35,491.24,481.60,20.84%,674,93.8,93.72,6.0,6.04,19.9,2225.8,-1.12,-4.73,-4.84,6.35,40.0%,-,-,13.9%,100.36,101.80,481.01,256.03,1416.67,4996.27,391.93
1,1258115584,A. Colarusso,A.J. Colarusso,Colarusso,A.J.,P,Boston College,BC,227,Boston College,BBC,L,L,68.85,12.5,68.9,28.1%,20.3%,34.3%,40.3%,23,11:05,152.7,.451,L,97.45,486.74,474.34,21.28%,307,88.6,86.92,-8.9,8.88,18.3,2081.8,0.26,-4.64,-5.09,5.43,58.0%,-,-,9.1%,100.96,102.21,464.99,243.31,1362.37,4577.93,367.16
1,1162233600,C. Obermueller,Cade Obermueller,Obermueller,Cade,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,55.74,30.9,55.7,23.3%,11.1%,30.0%,30.0%,27,10:38,139.0,.248,L,157.13,784.85,812.21,23.81%,87,90.6,90.39,-11.8,11.76,14.3,2413.4,1.74,-3.50,-3.93,6.32,50.6%,-,-,14.9%,193.35,142.60,811.28,632.25,1374.76,5405.50,422.62
1,1304390144,J. Young,Jack Young,Young,Jack,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,56.04,-26.2,56.0,19.0%,50.0%,75.0%,25.0%,25,1:19,-140.5,.365,R,158.41,791.24,810.26,25.90%,48,91.1,90.36,11.5,11.55,15.2,2242.0,-1.19,-3.35,-4.35,5.97,56.3%,-,-,16.7%,209.87,147.78,805.98,625.52,1376.57,5160.19,394.24
1,1224819456,E. Lugo-canchola,Ernesto Lugo-canchola,Lugo-canchola,Ernesto,P,University of Utah,UTAH,730328320,Utah,BBC,L,L,80.06,8.4,80.1,27.1%,18.8%,64.7%,11.8%,24,11:00,150.0,.439,L,77.85,388.86,384.76,15.71%,97,87.3,86.44,-8.6,8.62,16.1,2071.1,-0.51,-5.67,-6.66,5.93,39.2%,-,-,8.2%,60.46,78.93,380.11,157.80,1311.04,4441.77,365.04
1,1238136064,K. Barr,Kurt Barr,Barr,Kurt,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,73.95,-19.4,73.9,11.8%,14.3%,35.3%,35.3%,23,1:10,-144.9,.480,R,89.87,448.89,451.67,16.47%,99,89.1,88.18,10.4,10.36,16.1,2058.6,-1.37,-5.07,-5.47,5.89,47.4%,-,-,6.1%,74.40,87.59,446.68,219.59,1343.60,4931.35,363.49
1,1207822336,A. Moffett,Aiden Moffett,Moffett,Aiden,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,72.90,-13.4,72.9,23.5%,26.1%,56.0%,24.0%,24,1:19,-140.6,.387,R,120.42,601.49,598.64,23.53%,168,95.7,95.49,14.3,14.29,18.4,2343.6,-0.14,-4.43,-4.71,6.31,49.4%,-,-,14.9%,140.86,120.45,597.66,334.66,1508.98,5253.83,412.81
1,1302939136,B. Lucas,Brock Lucas,Lucas,Brock,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,75.21,-16.3,75.2,19.0%,23.4%,32.8%,39.7%,24,12:34,-162.9,.399,R,87.26,435.88,432.53,17.34%,265,91.3,91.28,5.3,5.35,18.3,2155.9,-1.00,-4.97,-5.57,6.39,52.5%,-,-,5.7%,74.99,87.89,432.23,218.71,1353.63,4669.78,379.57
1,1106298624,A. Evans,Andrew Evans,Evans,Andrew,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,83.67,-13.9,83.7,16.3%,29.3%,36.4%,27.3%,26,12:24,-168.1,.439,R,81.01,404.64,390.20,18.61%,224,91.0,89.59,3.9,3.92,19.9,2346.2,-0.74,-5.61,-6.23,5.59,53.6%,-,-,7.1%,72.61,86.90,382.35,171.05,1378.54,4645.54,411.34
1,1214629632,W. Hartley,Wiley Hartley,Hartley,Wiley,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,71.34,-21.4,71.3,13.8%,25.0%,42.9%,35.7%,27,1:09,-145.6,.303,R,108.13,540.13,559.11,16.35%,106,89.5,87.80,12.8,12.76,19.7,2407.1,-0.90,-4.41,-5.33,5.41,45.3%,-,-,6.6%,91.40,98.06,549.54,300.71,1465.41,5397.30,422.56
1,1126305792,M. Grubbs,Max Grubbs,Grubbs,Max,P,University of Texas,TEX,245,Texas,BBC,R,R,76.38,-15.3,76.4,28.6%,37.5%,25.0%,50.0%,24,1:15,-142.4,.916,R,84.51,422.14,390.89,23.01%,30,89.2,87.50,9.4,9.42,13.3,2137.1,-0.19,-5.68,-6.06,5.41,76.7%,-,-,6.7%,89.93,98.24,381.29,173.90,1296.46,4626.16,375.89
1,1093027840,L. Lunceford,Logan Lunceford,Lunceford,Logan,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,72.35,-18.7,72.4,21.6%,26.8%,39.4%,26.0%,24,12:49,-155.3,.486,R,103.18,515.40,525.87,17.30%,614,91.1,90.09,9.4,9.35,21.4,2227.9,-0.83,-4.50,-5.00,5.83,51.6%,-,-,5.9%,90.96,97.16,520.29,276.26,1452.76,5112.64,392.60
1,1294976512,J. Thompson,Jd Thompson,Thompson,Jd,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,67.33,21.7,67.3,35.9%,21.7%,27.5%,33.3%,24,10:52,146.2,.346,L,116.66,582.73,553.80,28.60%,375,92.0,91.42,-11.6,11.57,18.3,2177.7,0.59,-4.23,-4.70,6.08,54.5%,-,-,20.3%,158.42,128.96,550.57,309.32,1431.01,5217.94,384.16
1,1093155584,E. Phillips,Ethan Phillips,Phillips,Ethan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,67.34,-17.0,67.3,15.8%,14.3%,0.0%,28.6%,26,1:01,-149.6,.298,R,90.62,452.64,478.12,11.58%,55,90.5,88.72,8.4,8.39,15.0,2376.6,-0.46,-4.59,-4.64,5.36,30.9%,-,-,3.6%,55.35,77.70,468.11,269.52,1345.53,4703.20,415.94
1,1093168896,C. Spivey,Caden Spivey,Spivey,Caden,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,67.45,-30.3,67.4,18.9%,35.3%,22.2%,22.2%,23,1:12,-143.8,.360,R,99.74,498.21,510.24,16.30%,97,92.9,91.97,10.2,10.24,15.2,2137.3,-2.27,-4.46,-5.01,5.87,45.4%,-,-,6.2%,83.15,93.02,505.05,288.32,1368.32,5318.17,377.15
1,1196802304,C. Estridge,Carson Estridge,Estridge,Carson,P,West Virginia University,WVU,5327,West Virginia,BBC,L,R,70.65,-13.1,70.6,12.5%,12.5%,17.6%,64.7%,24,12:24,-168.1,.305,R,76.10,380.10,356.92,19.62%,164,90.1,91.63,2.5,2.49,12.8,2200.2,-0.66,-5.11,-5.64,7.29,51.2%,-,-,9.1%,70.01,86.14,365.25,190.03,1224.49,4156.05,385.31
1,1330766592,A. Decker-petty,Aydan Decker-petty,Decker-petty,Aydan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,69.45,-29.2,69.4,31.0%,33.3%,15.8%,31.6%,24,1:21,-139.3,.524,R,108.56,542.24,547.62,19.45%,80,94.2,94.12,12.5,12.52,15.7,2224.4,-1.18,-4.48,-4.99,6.35,47.5%,-,-,10.0%,106.51,104.86,546.98,308.66,1421.57,5549.13,392.18
1,1236990464,D. Reid,Dominick Reid,Reid,Dominick,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,69.91,-26.2,69.9,13.8%,45.5%,30.8%,15.4%,26,12:46,-157.2,.506,R,98.11,490.05,493.64,17.86%,121,93.2,93.58,6.7,6.74,16.8,2438.8,-2.38,-4.49,-5.50,6.62,45.8%,-,-,8.3%,88.16,95.37,495.62,284.94,1386.22,5183.13,427.25
1,1116162816,C. Howard,Cody Howard,Howard,Cody,P,University of Texas,TEX,245,Texas,BBC,R,R,70.53,-32.9,70.5,18.6%,16.7%,20.5%,45.5%,22,12:33,-163.7,.490,R,83.27,415.91,418.31,15.30%,265,90.4,90.10,4.6,4.58,16.6,1993.7,-2.27,-4.72,-5.82,6.22,41.1%,-,-,6.4%,64.01,81.24,416.48,220.39,1294.65,5068.05,352.22
1,1191104256,C. Foutch,Christian Foutch,Foutch,Christian,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,71.50,-20.3,71.5,27.0%,9.1%,16.7%,66.7%,25,1:21,-139.5,.469,R,116.11,579.95,580.77,21.90%,79,97.4,97.21,12.8,12.76,16.0,2445.5,-0.84,-4.45,-5.14,6.33,53.2%,-,-,11.4%,127.18,114.47,579.96,338.82,1476.03,5365.41,429.59
1,1089871360,R. Aivazian,Robert Aivazian,Aivazian,Robert,P,University of California,CAL,730152448,California,BBC,R,R,74.95,-15.0,75.0,30.2%,30.0%,20.0%,30.0%,24,1:18,-141.0,.289,R,110.57,552.28,552.17,21.05%,79,92.5,91.43,14.0,13.95,18.3,2196.7,-0.59,-4.71,-5.22,5.82,45.6%,-,-,12.7%,116.23,109.42,546.52,288.91,1462.08,5186.63,387.87
1,1229119488,C. Spencer,Connor Spencer,Spencer,Connor,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,73.84,-15.6,73.8,22.4%,23.1%,34.5%,41.4%,24,11:40,169.8,.305,R,98.05,489.75,463.62,24.44%,221,94.2,94.16,-3.3,3.26,19.4,2235.7,-1.76,-4.53,-5.16,6.38,55.5%,-,-,14.5%,113.32,109.23,463.31,259.49,1381.50,4594.68,393.25
1,1143038976,K. Sosnowski,Kris Sosnowski,Sosnowski,Kris,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,65.25,-24.8,65.2,27.8%,16.7%,47.4%,31.6%,25,1:08,-146.1,.413,R,106.63,532.63,527.75,21.36%,81,92.1,91.23,10.2,10.19,16.2,2339.6,-1.37,-4.34,-4.91,5.89,55.6%,-,-,9.9%,112.72,107.76,522.75,303.45,1395.19,5189.88,410.73
1,1078032128,J. Falco,Jordan Falco,Falco,Jordan,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,71.02,-19.9,71.0,25.4%,3.4%,48.5%,21.2%,23,1:12,-144.1,.307,R,99.11,495.07,495.72,18.70%,151,89.8,89.98,11.7,11.73,17.1,2082.7,-0.54,-4.80,-5.10,6.50,53.0%,-,-,7.3%,92.71,97.73,496.48,252.23,1384.48,5112.95,367.83
1,1162439168,K. Campbell,Kayden Campbell,Campbell,Kayden,P,University of Louisville,LOU,5467,Louisville,BBC,R,L,63.25,28.9,63.3,14.1%,22.2%,33.3%,33.3%,26,10:33,136.7,.488,L,115.70,577.94,605.71,15.84%,102,91.2,89.60,-15.2,15.22,17.3,2352.1,1.89,-4.01,-4.83,5.50,37.3%,-,-,8.8%,95.93,101.43,596.96,348.66,1462.18,5678.70,413.76
1,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,66.56,-33.7,66.6,9.8%,0.0%,41.7%,25.0%,24,12:59,-150.6,.353,R,87.48,436.94,449.08,13.94%,64,90.1,90.13,7.0,7.01,13.1,2183.2,-2.18,-4.47,-5.11,6.43,35.9%,-,-,6.3%,62.60,80.84,449.19,259.59,1277.60,5169.11,383.45
1,1152934144,L. Miller,Liam Miller,Miller,Liam,P,Washington State University,WSU,4505,Washington State,BBC,L,L,70.91,23.1,70.9,9.1%,11.1%,30.0%,40.0%,23,11:14,157.1,.765,L,81.31,406.15,399.61,16.91%,34,86.2,86.85,-6.1,6.08,15.8,2016.4,1.63,-4.86,-5.93,6.79,67.6%,-,-,0.0%,67.58,83.49,403.14,198.04,1262.84,4762.19,355.34
1,1092638720,S. Simpson,Sam Simpson,Simpson,Sam,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,71.60,-10.6,71.6,30.0%,50.0%,50.0%,25.0%,25,12:39,-160.6,.615,R,109.97,549.32,512.13,29.17%,25,92.8,91.26,6.8,6.78,20.4,2288.8,-0.38,-4.38,-5.24,5.53,60.0%,-,-,20.0%,149.37,126.21,503.70,283.99,1428.66,4601.57,402.41
1,1153709312,A. Behnke,Andrew Behnke,Behnke,Andrew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,61.37,22.7,61.4,9.8%,15.4%,31.3%,43.8%,23,10:49,144.4,.399,L,90.34,451.26,452.55,16.89%,114,90.5,89.89,-7.5,7.53,11.4,2040.6,1.99,-4.26,-4.69,6.06,46.0%,-,-,7.0%,76.45,88.76,449.18,269.71,1246.73,4580.74,359.45
1,1239316480,M. Ebner,Michael Ebner,Ebner,Michael,P,University of Southern California,USC,5047,USC,BBC,R,R,75.67,-8.8,75.7,17.7%,35.0%,19.0%,33.3%,24,1:04,-148.1,.424,R,100.61,502.53,492.98,21.25%,142,89.7,89.28,11.4,11.39,19.4,2151.8,0.06,-5.01,-5.68,6.17,56.0%,-,-,9.9%,104.76,103.99,490.61,237.18,1423.77,4801.49,379.68
1,1201257216,B. Plumley,Ben Plumley,Plumley,Ben,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,71.41,-18.3,71.4,20.4%,18.5%,30.0%,40.0%,23,1:08,-145.9,.347,R,103.40,516.49,525.96,17.56%,206,91.7,90.18,11.6,11.63,18.3,2149.2,-0.49,-4.62,-5.30,5.52,49.8%,-,-,6.8%,92.36,97.84,517.48,277.81,1425.13,5074.97,379.43
1,1307046656,C. Mccreery,Connor Mccreery,Mccreery,Connor,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,71.14,-49.3,71.1,13.0%,25.0%,41.2%,47.1%,25,12:48,-156.2,.376,R,85.28,425.97,396.05,22.86%,135,94.7,92.13,4.2,4.19,10.3,2413.9,-4.26,-5.11,-5.45,4.93,48.9%,-,-,14.1%,90.52,98.37,381.91,231.67,1261.02,5556.30,422.12
1,1310677760,D. Boisvert,David Boisvert,Boisvert,David,P,Duke University,DUKE,730336256,Duke,BBC,R,R,69.04,-20.4,69.0,15.4%,0.0%,0.0%,100.0%,25,1:26,-136.9,.000,R,114.80,573.44,600.84,15.75%,21,94.9,94.07,14.4,14.39,16.3,2340.5,-1.06,-4.16,-4.87,5.96,38.1%,-,-,9.5%,94.64,100.72,596.50,351.22,1466.92,5373.96,411.99
1,1085395456,B. Shenosky,Ben Shenosky,Shenosky,Ben,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,71.56,-21.4,71.6,11.8%,0.0%,46.2%,30.8%,27,1:21,-139.4,.271,R,102.10,510.01,535.12,13.84%,60,88.2,88.98,14.6,14.58,18.3,2344.3,-1.04,-4.81,-5.35,6.86,42.4%,-,-,5.0%,74.08,89.23,539.39,270.04,1444.63,5524.45,411.96
1,1075127041,E. Shaw,Evan Shaw,Shaw,Evan,P,University of Kansas,KU,730360064,Kansas,BBC,L,L,69.48,36.5,69.5,15.2%,10.0%,10.0%,50.0%,26,10:46,143.2,.496,L,86.07,429.90,437.08,14.77%,66,91.7,91.63,-7.6,7.64,11.1,2426.1,2.69,-4.89,-5.30,6.37,50.0%,-,-,3.0%,64.57,81.77,436.62,250.96,1288.03,5375.39,424.10
